latitude,longitude,year,total_wood_chucked_lbs,type
40.6,-80.0,2023,11482.75887824311,historical
40.6,-80.0,2023,11482.75887824311,historical
40.6,-80.0,2023,11482.75887824311,historical
40.6,-80.0,2023,11482.75887824311,historical
40.6,-75.5,2023,7621.684978038544,historical
40.6,-75.5,2023,7621.684978038544,historical
40.6,-75.5,2023,7621.684978038544,historical
40.6,-75.5,2023,7621.684978038544,historical
40.6,-75.5,2023,7621.684978038544,historical
40.6,-75.5,2023,7621.684978038544,historical
40.6,-75.5,2023,7621.684978038544,historical
40.6,-75.5,2023,7621.684978038544,historical
40.8,-77.9,2023,6307.297157245127,historical
40.8,-77.9,2023,6307.297157245127,historical
40.8,-77.9,2023,6307.297157245127,historical
40.8,-77.9,2023,6307.297157245127,historical
40.8,-77.9,2023,6307.297157245127,historical
40.8,-77.9,2023,6307.297157245127,historical
40.8,-77.9,2023,6307.297157245127,historical
40.8,-77.9,2023,6307.297157245127,historical
40.8,-77.8,2023,267.161390543159,historical
40.8,-77.8,2023,267.161390543159,historical
40.8,-77.8,2023,267.161390543159,historical
40.8,-77.8,2023,267.161390543159,historical
40.8,-77.8,2023,267.161390543159,historical
40.8,-77.8,2023,267.161390543159,historical
40.8,-77.8,2023,267.161390543159,historical
40.8,-77.8,2023,267.161390543159,historical
41.4,-75.7,2023,17657.52665225234,historical
41.4,-75.7,2023,17657.52665225234,historical
41.4,-75.7,2023,17657.52665225234,historical
41.4,-75.7,2023,17657.52665225234,historical
41.4,-75.7,2023,17657.52665225234,historical
41.4,-75.7,2023,17657.52665225234,historical
41.4,-75.7,2023,17657.52665225234,historical
41.4,-75.7,2023,17657.52665225234,historical
39.9,-75.6,2024,8714.00329976922,historical
39.9,-75.6,2024,8714.00329976922,historical
39.9,-75.6,2024,8714.00329976922,historical
39.9,-75.6,2024,8714.00329976922,historical
39.9,-75.6,2024,8714.00329976922,historical
39.9,-75.6,2024,8714.00329976922,historical
39.9,-75.6,2024,8714.00329976922,historical
39.9,-75.6,2024,8714.00329976922,historical
39.9,-75.4,2024,51861.18589464772,historical
