population,density,St,lat,long,latitudeGrid,longitudeGrid
837,13.8,Pennsylvania,41.9848,-77.354,42.0,-77.4
488,5.6,Pennsylvania,41.8408,-77.6155,41.8,-77.6
2467,15.6,Pennsylvania,41.9125,-77.1393,41.9,-77.1
3291,11.4,Pennsylvania,41.9193,-77.523,41.9,-77.5
1196,5.4,Pennsylvania,41.5692,-76.9421,41.6,-76.9
5812,31.9,Pennsylvania,41.1264,-76.9724,41.1,-77.0
230,115.6,Pennsylvania,40.9005,-77.1558,40.9,-77.2
373,166.5,Pennsylvania,40.8831,-77.1986,40.9,-77.2
19942,122.8,Pennsylvania,40.9702,-76.9099,41.0,-76.9
10151,34.6,Pennsylvania,40.9218,-77.0505,40.9,-77.1
2043,13.2,Pennsylvania,40.8803,-77.1941,40.9,-77.2
1098,196.2,Pennsylvania,40.8802,-76.9861,40.9,-77.0
3202,36.6,Pennsylvania,41.0541,-76.9019,41.1,-76.9
133,223.8,Pennsylvania,40.8923,-77.1266,40.9,-77.1
1498,126.4,Pennsylvania,40.9387,-76.988,40.9,-77.0
214,5.0,Pennsylvania,40.8584,-77.2953,40.9,-77.3
1467,354.8,Pennsylvania,41.0179,-76.8708,41.0,-76.9
232,608.8,Pennsylvania,41.0759,-76.8747,41.1,-76.9
2537,46.5,Pennsylvania,40.8908,-76.8718,40.9,-76.9
15931,59.1,Pennsylvania,41.4319,-79.6916,41.4,-79.7
1296,18.8,Pennsylvania,41.498,-79.8757,41.5,-79.9
1343,15.3,Pennsylvania,41.3197,-79.6317,41.3,-79.6
15530,62.8,Pennsylvania,41.4048,-79.8309,41.4,-79.8
1773,11.6,Pennsylvania,41.5867,-79.5685,41.6,-79.6
2270,14.3,Pennsylvania,41.3583,-79.9346,41.4,-79.9
451,36.5,Pennsylvania,41.411,-79.7493,41.4,-79.7
487,226.0,Pennsylvania,41.4717,-79.6881,41.5,-79.7
3180,76.3,Pennsylvania,41.3744,-79.6759,41.4,-79.7
1029,16.2,Pennsylvania,41.4798,-79.9403,41.5,-79.9
1375,15.6,Pennsylvania,41.3761,-79.5048,41.4,-79.5
443,162.4,Pennsylvania,41.2002,-79.8734,41.2,-79.9
3368,16.9,Pennsylvania,41.2028,-79.747,41.2,-79.7
1793,10.7,Pennsylvania,41.2848,-79.7393,41.3,-79.7
3,345.8,Pennsylvania,41.9358,-79.3097,41.9,-79.3
1718,7.3,Pennsylvania,41.7302,-79.1719,41.7,-79.2
518,24.8,Pennsylvania,41.8117,-79.2643,41.8,-79.3
1740,8.0,Pennsylvania,41.8366,-79.4196,41.8,-79.4
3459,15.3,Pennsylvania,41.9461,-79.1271,41.9,-79.1
2321,8.4,Pennsylvania,41.7005,-79.0348,41.7,-79.0
2580,23.0,Pennsylvania,41.9475,-79.3186,41.9,-79.3
1526,6.7,Pennsylvania,41.703,-79.3752,41.7,-79.4
257,7.4,Pennsylvania,41.7434,-79.0528,41.7,-79.1
17803,49.2,Pennsylvania,41.8436,-79.1726,41.8,-79.2
17803,49.2,Pennsylvania,41.8439,-79.145,41.8,-79.1
17803,49.2,Pennsylvania,41.8439,-79.145,41.8,-79.1
17803,49.2,Pennsylvania,41.8117,-79.2643,41.8,-79.3
17803,49.2,Pennsylvania,41.8117,-79.2643,41.8,-79.3
3150,41.1,Pennsylvania,41.8537,-79.3187,41.9,-79.3
901,16.7,Pennsylvania,41.9701,-79.4614,42.0,-79.5
776,14.7,Pennsylvania,41.9382,-79.5731,41.9,-79.6
180,20.0,Pennsylvania,41.8188,-79.4463,41.8,-79.4
711,5.2,Pennsylvania,41.6963,-79.5473,41.7,-79.5
723,6.3,Pennsylvania,41.92,-79.4482,41.9,-79.4
423,432.6,Pennsylvania,40.3413,-80.3822,40.3,-80.4
1695,29.2,Pennsylvania,40.4051,-80.3622,40.4,-80.4
7279,31.0,Pennsylvania,40.3821,-80.4044,40.4,-80.4
10098,221.1,Pennsylvania,40.1404,-79.92,40.1,-79.9
4762,850.5,Pennsylvania,40.1768,-79.8619,40.2,-79.9
353,287.0,Pennsylvania,40.2521,-79.9252,40.3,-79.9
116,675.6,Pennsylvania,40.38,-80.3605,40.4,-80.4
405,1108.6,Pennsylvania,40.3625,-80.4086,40.4,-80.4
1190,777.8,Pennsylvania,40.3058,-80.1219,40.3,-80.1
15671,98.4,Pennsylvania,40.3697,-80.2562,40.4,-80.3
753,929.2,Pennsylvania,40.368,-80.2921,40.4,-80.3
11260,158.5,Pennsylvania,40.1937,-79.9241,40.2,-79.9
2228,432.1,Pennsylvania,40.2066,-79.9534,40.2,-80.0
465,275.9,Pennsylvania,40.3584,-80.3879,40.4,-80.4
48950,156.2,Pennsylvania,40.1717,-80.256,40.2,-80.3
1627,22.8,Pennsylvania,40.0498,-80.1681,40.0,-80.2
3853,18.4,Pennsylvania,40.2734,-80.4565,40.3,-80.5
385,207.5,Pennsylvania,40.0655,-80.0221,40.1,-80.0
3618,84.5,Pennsylvania,40.1187,-80.007,40.1,-80.0
38561,308.5,Pennsylvania,40.2706,-80.1668,40.3,-80.2
1539,594.9,Pennsylvania,40.3234,-80.1879,40.3,-80.2
4633,25.4,Pennsylvania,40.1179,-80.4103,40.1,-80.4
540,635.0,Pennsylvania,40.1008,-80.0652,40.1,-80.1
1387,16.3,Pennsylvania,40.0224,-80.2613,40.0,-80.3
5171,45.4,Pennsylvania,40.1868,-80.0627,40.2,-80.1
637,552.6,Pennsylvania,40.1073,-80.0204,40.1,-80.0
8112,115.3,Pennsylvania,40.2593,-79.9753,40.3,-80.0
2270,60.2,Pennsylvania,40.0026,-79.9981,40.0,-80.0
135,23.1,Pennsylvania,40.2601,-79.9927,40.3,-80.0
1728,33.3,Pennsylvania,40.3018,-80.1543,40.3,-80.2
1360,36.7,Pennsylvania,40.2925,-80.3025,40.3,-80.3
5089,556.7,Pennsylvania,40.2425,-80.2209,40.2,-80.2
1367,32.7,Pennsylvania,40.0331,-80.1145,40.0,-80.1
641,377.5,Pennsylvania,40.2174,-80.2269,40.2,-80.2
285,673.7,Pennsylvania,39.9867,-79.9937,40.0,-80.0
392,3097.3,Pennsylvania,40.2928,-80.2003,40.3,-80.2
618,421.5,Pennsylvania,40.0563,-79.9926,40.1,-80.0
1767,26.1,Pennsylvania,40.0859,-80.0703,40.1,-80.1
232,614.3,Pennsylvania,40.3282,-80.2563,40.3,-80.3
499,1271.1,Pennsylvania,40.2505,-80.1984,40.3,-80.2
771,9.0,Pennsylvania,40.1611,-80.3781,40.2,-80.4
182,177.9,Pennsylvania,40.1562,-79.9742,40.2,-80.0
9376,366.2,Pennsylvania,40.2755,-80.0598,40.3,-80.1
352,958.6,Pennsylvania,40.0144,-79.9889,40.0,-80.0
1625,17.5,Pennsylvania,40.1065,-80.4978,40.1,-80.5
594,6.8,Pennsylvania,39.9914,-80.4408,40.0,-80.4
142,730.2,Pennsylvania,40.2775,-80.2731,40.3,-80.3
106,127.4,Pennsylvania,40.2417,-80.4242,40.2,-80.4
465,87.4,Pennsylvania,40.0959,-79.8499,40.1,-79.8
4358,1000.5,Pennsylvania,40.0625,-79.8953,40.1,-79.9
2488,41.9,Pennsylvania,40.0973,-79.8839,40.1,-79.9
1132,40.3,Pennsylvania,40.0743,-79.967,40.1,-80.0
332,156.9,Pennsylvania,40.0081,-79.9392,40.0,-79.9
488,257.4,Pennsylvania,40.1151,-79.8627,40.1,-79.9
258,509.2,Pennsylvania,40.0797,-79.8758,40.1,-79.9
865,1769.4,Pennsylvania,40.0787,-79.8656,40.1,-79.9
404,721.1,Pennsylvania,40.0826,-79.8501,40.1,-79.9
2751,26.8,Pennsylvania,41.6034,-75.1165,41.6,-75.1
1163,14.6,Pennsylvania,41.7366,-75.1312,41.7,-75.1
1044,7.4,Pennsylvania,41.8117,-75.1891,41.8,-75.2
5160,26.3,Pennsylvania,41.2448,-75.5037,41.2,-75.5
140,66.9,Pennsylvania,41.4047,-75.4069,41.4,-75.4
11996,27.9,Pennsylvania,41.4787,-75.1978,41.5,-75.2
12078,36.4,Pennsylvania,41.5792,-75.2528,41.6,-75.3
12655,58.9,Pennsylvania,41.4395,-75.4313,41.4,-75.4
164,6.9,Pennsylvania,41.8666,-75.3231,41.9,-75.3
1122,61.5,Pennsylvania,41.4223,-75.2607,41.4,-75.3
502,6.3,Pennsylvania,41.8171,-75.3838,41.8,-75.4
447,12.9,Pennsylvania,41.667,-75.1185,41.7,-75.1
2775,24.7,Pennsylvania,41.3041,-75.3384,41.3,-75.3
10045,198.6,Pennsylvania,41.8137,-75.448,41.8,-75.4
990,8.4,Pennsylvania,41.7322,-75.3989,41.7,-75.4
15,9.1,Pennsylvania,41.8206,-75.4199,41.8,-75.4
89,9.1,Pennsylvania,41.8867,-75.356,41.9,-75.4
350,34.4,Pennsylvania,41.582,-75.3207,41.6,-75.3
8,295.0,Pennsylvania,41.616,-75.2747,41.6,-75.3
133,21.5,Pennsylvania,41.2643,-75.348,41.3,-75.3
330,7.3,Pennsylvania,41.9251,-75.3212,41.9,-75.3
361,6.1,Pennsylvania,41.8907,-75.449,41.9,-75.4
294,26.9,Pennsylvania,41.3412,-75.3899,41.3,-75.4
235,14.9,Pennsylvania,41.7011,-75.1422,41.7,-75.1
7443,45.3,Pennsylvania,41.5703,-75.4065,41.6,-75.4
763,153.4,Pennsylvania,41.5262,-75.2035,41.5,-75.2
7397,888.1,Pennsylvania,40.1524,-79.8835,40.2,-79.9
37552,332.1,Pennsylvania,40.5616,-79.7129,40.6,-79.7
37552,332.1,Pennsylvania,40.5698,-79.7648,40.6,-79.8
9,573.8,Pennsylvania,40.1393,-79.8562,40.1,-79.9
710,100.3,Pennsylvania,40.2382,-79.7922,40.2,-79.8
7581,322.2,Pennsylvania,40.3857,-79.7223,40.4,-79.7
151,126.3,Pennsylvania,40.1851,-79.8487,40.2,-79.8
6536,126.3,Pennsylvania,40.2075,-79.758,40.2,-79.8
316,77.4,Pennsylvania,40.1331,-79.7417,40.1,-79.7
1955,38.4,Pennsylvania,40.1553,-79.7381,40.2,-79.7
57955,266.4,Pennsylvania,40.3074,-79.5424,40.3,-79.5
57955,266.4,Pennsylvania,40.3602,-79.4398,40.4,-79.4
57955,266.4,Pennsylvania,40.3015,-79.5389,40.3,-79.5
3746,37.4,Pennsylvania,40.1201,-79.4051,40.1,-79.4
738,304.3,Pennsylvania,40.3126,-79.6565,40.3,-79.7
379,73.0,Pennsylvania,40.1373,-79.5997,40.1,-79.6
14049,90.1,Pennsylvania,40.5565,-79.5772,40.6,-79.6
295,151.9,Pennsylvania,40.3578,-79.735,40.4,-79.7
0,166.0,Pennsylvania,40.2237,-79.5512,40.2,-79.6
342,321.2,Pennsylvania,40.268,-79.6591,40.3,-79.7
2308,36.7,Pennsylvania,40.5221,-79.4853,40.5,-79.5
2308,36.7,Pennsylvania,40.3198,-79.5034,40.3,-79.5
577,367.9,Pennsylvania,40.3238,-79.3434,40.3,-79.3
91,2825.5,Pennsylvania,40.2109,-79.4853,40.2,-79.5
1172,16.5,Pennsylvania,40.044,-79.3247,40.0,-79.3
599,169.1,Pennsylvania,40.3692,-79.619,40.4,-79.6
311,254.8,Pennsylvania,40.3623,-79.4706,40.4,-79.5
26,94.8,Pennsylvania,40.2665,-79.6787,40.3,-79.7
5144,499.6,Pennsylvania,40.4139,-79.5764,40.4,-79.6
6571,89.0,Pennsylvania,40.3349,-79.3326,40.3,-79.3
728,78.8,Pennsylvania,40.0996,-79.381,40.1,-79.4
798,2033.1,Pennsylvania,40.598,-79.5624,40.6,-79.6
9698,133.4,Pennsylvania,40.4252,-79.611,40.4,-79.6
624,179.5,Pennsylvania,40.354,-79.5217,40.4,-79.5
235,1336.2,Pennsylvania,40.3239,-79.6049,40.3,-79.6
106,281.3,Pennsylvania,40.352,-79.4979,40.4,-79.5
3959,513.9,Pennsylvania,40.366,-79.6565,40.4,-79.7
1530,153.9,Pennsylvania,40.2455,-79.7172,40.2,-79.7
190,623.6,Pennsylvania,40.2662,-79.3984,40.3,-79.4
2017,77.1,Pennsylvania,40.2149,-79.5824,40.2,-79.6
618,202.0,Pennsylvania,40.2251,-79.7328,40.2,-79.7
464,803.0,Pennsylvania,40.6311,-79.5899,40.6,-79.6
44060,395.2,Pennsylvania,40.3191,-79.7205,40.3,-79.7
18704,329.3,Pennsylvania,40.3295,-79.6144,40.3,-79.6
161,63.0,Pennsylvania,40.0889,-79.3427,40.1,-79.3
215,427.0,Pennsylvania,40.3453,-79.7264,40.3,-79.7
26994,147.1,Pennsylvania,40.2926,-79.4103,40.3,-79.4
329,12.7,Pennsylvania,40.212,-79.1978,40.2,-79.2
8744,35.1,Pennsylvania,40.2431,-79.2375,40.2,-79.2
344,238.9,Pennsylvania,40.2459,-79.7709,40.2,-79.8
600,525.7,Pennsylvania,40.3222,-79.3601,40.3,-79.4
188,637.7,Pennsylvania,40.3342,-79.4781,40.3,-79.5
426,178.9,Pennsylvania,40.2467,-79.676,40.2,-79.7
426,178.9,Pennsylvania,40.3108,-79.6172,40.3,-79.6
1494,658.0,Pennsylvania,40.334,-79.67,40.3,-79.7
15964,115.6,Pennsylvania,40.1742,-79.5134,40.2,-79.5
12448,215.3,Pennsylvania,40.4467,-79.6842,40.4,-79.7
3345,36.9,Pennsylvania,40.3987,-79.422,40.4,-79.4
690,104.6,Pennsylvania,40.3494,-79.3225,40.3,-79.3
3620,110.9,Pennsylvania,40.2192,-79.6095,40.2,-79.6
1328,927.0,Pennsylvania,40.216,-79.4872,40.2,-79.5
1032,418.3,Pennsylvania,40.3301,-79.6413,40.3,-79.6
713,181.6,Pennsylvania,40.2424,-79.4542,40.2,-79.5
375,7.6,Pennsylvania,40.1864,-79.2473,40.2,-79.2
724,320.5,Pennsylvania,40.2872,-79.7262,40.3,-79.7
2692,54.9,Pennsylvania,40.1585,-79.6277,40.2,-79.6
162,3285.7,Pennsylvania,40.5189,-79.4959,40.5,-79.5
7824,204.1,Pennsylvania,40.1029,-79.593,40.1,-79.6
695,64.7,Pennsylvania,40.4653,-79.5067,40.5,-79.5
695,64.7,Pennsylvania,40.3602,-79.4398,40.4,-79.4
1234,19.8,Pennsylvania,40.1386,-79.3445,40.1,-79.3
1161,159.1,Pennsylvania,40.1686,-79.5848,40.2,-79.6
290,875.2,Pennsylvania,40.2184,-79.4878,40.2,-79.5
8458,143.6,Pennsylvania,40.6418,-79.5399,40.6,-79.5
78,812.7,Pennsylvania,40.294,-79.6866,40.3,-79.7
1146,798.2,Pennsylvania,40.3294,-79.6806,40.3,-79.7
214,1055.5,Pennsylvania,40.2534,-79.4103,40.3,-79.4
488,241.4,Pennsylvania,40.1962,-79.6942,40.2,-79.7
378,1131.3,Pennsylvania,40.2793,-79.3661,40.3,-79.4
2886,652.9,Pennsylvania,40.2395,-79.5823,40.2,-79.6
507,202.1,Pennsylvania,40.2155,-79.6849,40.2,-79.7
765,20.2,Pennsylvania,40.3992,-79.2177,40.4,-79.2
1564,26.2,Pennsylvania,40.3673,-79.1605,40.4,-79.2
3081,20.3,Pennsylvania,40.3823,-79.0968,40.4,-79.1
2093,51.3,Pennsylvania,40.4099,-79.0232,40.4,-79.0
4653,46.3,Pennsylvania,41.5762,-75.7652,41.6,-75.8
3307,28.4,Pennsylvania,41.6412,-75.7641,41.6,-75.8
2027,39.3,Pennsylvania,41.4667,-75.856,41.5,-75.9
2731,18.7,Pennsylvania,41.6662,-76.1426,41.7,-76.1
361,248.6,Pennsylvania,41.5096,-75.8508,41.5,-75.9
1618,7.4,Pennsylvania,41.5587,-76.1035,41.6,-76.1
3114,20.8,Pennsylvania,41.6392,-76.0155,41.6,-76.0
1327,12.5,Pennsylvania,41.4181,-76.046,41.4,-76.0
12056,37.5,Pennsylvania,41.5387,-75.9466,41.5,-75.9
18392,108.7,Pennsylvania,40.0964,-77.0339,40.1,-77.0
2564,31.0,Pennsylvania,39.821,-76.4012,39.8,-76.4
2085,32.5,Pennsylvania,39.8608,-76.4673,39.9,-76.5
174,1773.3,Pennsylvania,39.8718,-76.7599,39.9,-76.8
174,1773.3,Pennsylvania,39.9467,-76.5066,39.9,-76.5
11110,397.3,Pennsylvania,39.9124,-76.6535,39.9,-76.7
6135,64.5,Pennsylvania,39.7518,-76.3441,39.8,-76.3
26000,159.1,Pennsylvania,40.0062,-76.8555,40.0,-76.9
697,1283.6,Pennsylvania,39.9701,-76.5217,40.0,-76.5
13112,1721.1,Pennsylvania,40.4344,-80.0248,40.4,-80.0
13112,1721.1,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4432,-79.9531,40.4,-80.0
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4495,-80.1795,40.4,-80.2
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4406,-79.9959,40.4,-80.0
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.4446,-79.9451,40.4,-79.9
0,0.0,Pennsylvania,40.4344,-80.0248,40.4,-80.0
0,0.0,Pennsylvania,40.463,-80.0108,40.5,-80.0
10115,105.6,Pennsylvania,40.6344,-79.6201,40.6,-79.6
1328,927.0,Pennsylvania,40.593,-79.5581,40.6,-79.6
4474,38.7,Pennsylvania,40.6845,-79.6617,40.7,-79.7
832,36.9,Pennsylvania,40.6153,-79.4545,40.6,-79.5
913,71.8,Pennsylvania,40.6922,-79.3422,40.7,-79.3
2703,21.8,Pennsylvania,40.6388,-79.3191,40.6,-79.3
2951,13.6,Pennsylvania,41.1009,-79.6889,41.1,-79.7
17616,61.3,Pennsylvania,40.8155,-79.5107,40.8,-79.5
974,19.8,Pennsylvania,40.9049,-79.5074,40.9,-79.5
344,136.8,Pennsylvania,40.7539,-79.5798,40.8,-79.6
953,16.3,Pennsylvania,40.923,-79.5946,40.9,-79.6
2654,14.8,Pennsylvania,40.8741,-79.2686,40.9,-79.3
176,54.9,Pennsylvania,40.9695,-79.3567,41.0,-79.4
7633,55.2,Pennsylvania,40.7384,-79.5122,40.7,-79.5
474,1884.8,Pennsylvania,40.7608,-79.5358,40.8,-79.5
5426,77.6,Pennsylvania,40.7033,-79.663,40.7,-79.7
228,1539.4,Pennsylvania,40.7818,-79.5218,40.8,-79.5
447,1707.7,Pennsylvania,40.7863,-79.5213,40.8,-79.5
284,84.9,Pennsylvania,40.8478,-79.4516,40.8,-79.5
209,134.7,Pennsylvania,41.0076,-79.2959,41.0,-79.3
1887,29.1,Pennsylvania,40.7885,-79.2991,40.8,-79.3
571,44.1,Pennsylvania,40.7774,-79.2336,40.8,-79.2
72,166.3,Pennsylvania,40.9548,-79.3428,41.0,-79.3
1839,16.1,Pennsylvania,40.9419,-79.4499,40.9,-79.4
289,12.3,Pennsylvania,40.9612,-79.4673,41.0,-79.5
2849,33.2,Pennsylvania,40.8378,-79.6298,40.8,-79.6
200,78.0,Pennsylvania,40.8001,-79.3342,40.8,-79.3
30945,205.5,Pennsylvania,40.5921,-80.3197,40.6,-80.3
11327,701.4,Pennsylvania,40.6005,-80.2105,40.6,-80.2
9272,232.2,Pennsylvania,40.6416,-80.1985,40.6,-80.2
15321,237.3,Pennsylvania,40.6972,-80.3365,40.7,-80.3
27736,219.3,Pennsylvania,40.7687,-80.3592,40.8,-80.4
2221,590.3,Pennsylvania,40.6649,-80.2349,40.7,-80.2
8434,187.7,Pennsylvania,40.683,-80.2147,40.7,-80.2
2008,29.0,Pennsylvania,40.5743,-80.49,40.6,-80.5
2641,40.1,Pennsylvania,40.5622,-80.4388,40.6,-80.4
3305,77.1,Pennsylvania,40.6671,-80.4151,40.7,-80.4
4250,114.9,Pennsylvania,40.6793,-80.4908,40.7,-80.5
12622,274.9,Pennsylvania,40.6718,-80.2917,40.7,-80.3
12582,228.2,Pennsylvania,40.7393,-80.2972,40.7,-80.3
7952,228.9,Pennsylvania,40.7157,-80.2603,40.7,-80.3
150,67.8,Pennsylvania,40.632,-80.414,40.6,-80.4
369,571.7,Pennsylvania,40.5763,-80.2383,40.6,-80.2
3139,31.6,Pennsylvania,40.7968,-80.4556,40.8,-80.5
2140,42.7,Pennsylvania,40.8125,-80.2073,40.8,-80.2
690,419.5,Pennsylvania,40.8348,-80.328,40.8,-80.3
1817,34.0,Pennsylvania,40.8569,-80.3939,40.9,-80.4
1873,20.3,Pennsylvania,40.1858,-78.6206,40.2,-78.6
11529,24.8,Pennsylvania,39.9908,-78.5261,40.0,-78.5
1492,14.2,Pennsylvania,39.9905,-78.2453,40.0,-78.2
1048,7.4,Pennsylvania,39.922,-78.6996,39.9,-78.7
2171,5.4,Pennsylvania,39.8533,-78.4392,39.9,-78.4
7882,27.4,Pennsylvania,40.0098,-78.3713,40.0,-78.4
681,139.6,Pennsylvania,40.1217,-78.5856,40.1,-78.6
2588,22.5,Pennsylvania,39.8049,-78.7335,39.8,-78.7
1766,12.1,Pennsylvania,39.9808,-78.6423,40.0,-78.6
2130,27.6,Pennsylvania,40.1254,-78.6184,40.1,-78.6
1800,16.3,Pennsylvania,40.0487,-78.6482,40.0,-78.6
319,228.5,Pennsylvania,40.1601,-78.2346,40.2,-78.2
1897,17.5,Pennsylvania,40.1192,-78.3129,40.1,-78.3
1438,17.7,Pennsylvania,40.2067,-78.5228,40.2,-78.5
301,64.3,Pennsylvania,40.1609,-78.375,40.2,-78.4
2067,19.9,Pennsylvania,40.2,-78.4259,40.2,-78.4
1533,31.7,Pennsylvania,40.1695,-78.5203,40.2,-78.5
54,114.0,Pennsylvania,40.2592,-78.5075,40.3,-78.5
207,16.6,Pennsylvania,40.162,-78.2545,40.2,-78.3
2585,22.9,Pennsylvania,40.2233,-78.2471,40.2,-78.2
761,15.5,Pennsylvania,40.1576,-78.2108,40.2,-78.2
113,44.3,Pennsylvania,40.166,-78.1381,40.2,-78.1
1104,29.3,Pennsylvania,40.2185,-78.3666,40.2,-78.4
399,5.7,Pennsylvania,39.7575,-78.4031,39.8,-78.4
669,217.1,Pennsylvania,40.4491,-75.5491,40.4,-75.5
1379,295.5,Pennsylvania,40.405,-75.5769,40.4,-75.6
5126,85.7,Pennsylvania,40.3815,-75.5749,40.4,-75.6
3461,140.8,Pennsylvania,40.3795,-75.6257,40.4,-75.6
7162,41.8,Pennsylvania,40.4551,-76.1247,40.5,-76.1
3163,33.6,Pennsylvania,40.4808,-76.2742,40.5,-76.3
15340,159.6,Pennsylvania,40.2563,-75.8344,40.3,-75.8
8470,527.6,Pennsylvania,40.4435,-75.8837,40.4,-75.9
94,264.5,Pennsylvania,40.4821,-75.7435,40.5,-75.7
17307,151.2,Pennsylvania,40.3339,-75.6604,40.3,-75.7
17307,151.2,Pennsylvania,40.4858,-76.006,40.5,-76.0
15586,157.4,Pennsylvania,40.2709,-75.7397,40.3,-75.7
0,322.5,Pennsylvania,40.319,-75.7334,40.3,-75.7
14209,122.2,Pennsylvania,40.4473,-75.8185,40.4,-75.8
463,68.1,Pennsylvania,40.2026,-75.8363,40.2,-75.8
11245,73.8,Pennsylvania,40.5488,-75.9874,40.5,-76.0
3367,20.8,Pennsylvania,40.6328,-75.8513,40.6,-75.9
16151,113.6,Pennsylvania,40.5214,-75.7774,40.5,-75.8
8148,165.9,Pennsylvania,40.4152,-75.9944,40.4,-76.0
1810,39.2,Pennsylvania,40.5736,-75.865,40.6,-75.9
10,193.0,Pennsylvania,40.3356,-75.801,40.3,-75.8
567,489.5,Pennsylvania,40.5218,-75.7419,40.5,-75.7
22,51.3,Pennsylvania,40.5426,-75.6888,40.5,-75.7
4819,80.2,Pennsylvania,40.4992,-75.6872,40.5,-75.7
11423,133.1,Pennsylvania,40.2584,-75.9833,40.3,-76.0
4301,76.0,Pennsylvania,40.4783,-76.0125,40.5,-76.0
6265,103.0,Pennsylvania,40.1552,-75.8998,40.2,-75.9
131,474.8,Pennsylvania,40.4187,-76.2944,40.4,-76.3
630,371.5,Pennsylvania,40.3397,-75.6302,40.3,-75.6
4478,57.1,Pennsylvania,40.3833,-75.7706,40.4,-75.8
4478,57.1,Pennsylvania,40.2829,-75.6907,40.3,-75.7
574,153.8,Pennsylvania,40.4553,-76.2453,40.5,-76.2
4870,78.1,Pennsylvania,40.3553,-76.1366,40.4,-76.1
411,322.5,Pennsylvania,40.5129,-76.1044,40.5,-76.1
3447,96.4,Pennsylvania,40.4955,-75.9603,40.5,-76.0
420,495.1,Pennsylvania,40.4945,-76.1825,40.5,-76.2
7750,370.6,Pennsylvania,40.4025,-75.9046,40.4,-75.9
2553,996.3,Pennsylvania,40.5029,-75.7015,40.5,-75.7
181,168.4,Pennsylvania,40.524,-75.873,40.5,-75.9
8880,172.5,Pennsylvania,40.3293,-76.0901,40.3,-76.1
5517,92.2,Pennsylvania,40.3743,-76.1985,40.4,-76.2
33397,3419.9,Pennsylvania,40.3466,-75.9351,40.3,-75.9
17055,2794.4,Pennsylvania,40.3306,-75.9192,40.3,-75.9
17055,2794.4,Pennsylvania,40.3884,-75.9631,40.4,-76.0
28319,4882.9,Pennsylvania,40.3507,-75.9143,40.4,-75.9
19602,437.5,Pennsylvania,40.3886,-75.9328,40.4,-75.9
34804,483.0,Pennsylvania,40.3351,-75.875,40.3,-75.9
23144,778.4,Pennsylvania,40.2995,-75.9876,40.3,-76.0
22697,341.7,Pennsylvania,40.3113,-76.0345,40.3,-76.0
10316,1548.1,Pennsylvania,40.328,-75.9908,40.3,-76.0
15439,838.3,Pennsylvania,40.338,-75.978,40.3,-76.0
10543,2020.0,Pennsylvania,40.325,-75.9442,40.3,-75.9
10543,2020.0,Pennsylvania,40.4389,-75.8853,40.4,-75.9
32019,151.2,Pennsylvania,40.5209,-78.4089,40.5,-78.4
29113,770.9,Pennsylvania,40.5052,-78.3905,40.5,-78.4
29113,770.9,Pennsylvania,40.5018,-78.41,40.5,-78.4
2781,667.3,Pennsylvania,40.6039,-78.3372,40.6,-78.3
3738,46.6,Pennsylvania,40.2821,-78.5083,40.3,-78.5
90,57.8,Pennsylvania,40.2759,-78.3383,40.3,-78.3
12289,76.9,Pennsylvania,40.4262,-78.4383,40.4,-78.4
2453,59.2,Pennsylvania,40.3282,-78.4475,40.3,-78.4
14922,104.2,Pennsylvania,40.4387,-78.3686,40.4,-78.4
5516,39.5,Pennsylvania,40.2951,-78.3244,40.3,-78.3
294,285.8,Pennsylvania,40.3937,-78.4356,40.4,-78.4
5587,68.6,Pennsylvania,40.3277,-78.3928,40.3,-78.4
23,210.6,Pennsylvania,40.2711,-78.4588,40.3,-78.5
348,9.7,Pennsylvania,40.6367,-78.3036,40.6,-78.3
13268,38.5,Pennsylvania,40.6619,-78.2419,40.7,-78.2
4189,21.6,Pennsylvania,40.4025,-78.2558,40.4,-78.3
10119,17.0,Pennsylvania,41.7051,-76.8283,41.7,-76.8
2050,12.0,Pennsylvania,41.8638,-76.7825,41.9,-76.8
