population,density,St,lat,long,latitudeGrid,longitudeGrid
3903,306.6,Pennsylvania,40.0451,-75.2821,40.0,-75.3
30940,1543.4,Pennsylvania,40.1096,-75.155,40.1,-75.2
20586,1338.5,Pennsylvania,40.1785,-75.1072,40.2,-75.1
16350,754.6,Pennsylvania,40.1821,-75.1479,40.2,-75.1
17478,1038.0,Pennsylvania,40.098,-75.1078,40.1,-75.1
5497,1659.0,Pennsylvania,40.003,-75.2503,40.0,-75.3
9633,1147.5,Pennsylvania,40.0177,-75.2594,40.0,-75.3
7710,1256.5,Pennsylvania,40.1132,-75.1869,40.1,-75.2
18492,1353.1,Pennsylvania,40.1567,-75.1269,40.2,-75.1
7014,1291.0,Pennsylvania,40.0867,-75.1524,40.1,-75.2
13603,1495.5,Pennsylvania,40.0,-75.276,40.0,-75.3
15863,5323.1,Pennsylvania,40.0568,-75.1379,40.1,-75.1
42116,2674.6,Pennsylvania,40.1245,-75.3304,40.1,-75.3
46165,720.0,Pennsylvania,40.1496,-75.3796,40.1,-75.4
46165,720.0,Pennsylvania,40.2119,-75.3559,40.2,-75.4
5360,2734.0,Pennsylvania,40.103,-75.3402,40.1,-75.3
24187,654.5,Pennsylvania,40.0956,-75.3737,40.1,-75.4
24187,654.5,Pennsylvania,40.2119,-75.3559,40.2,-75.4
24187,654.5,Pennsylvania,40.1566,-75.4131,40.2,-75.4
24187,654.5,Pennsylvania,40.1579,-75.3871,40.2,-75.4
24187,654.5,Pennsylvania,40.1572,-75.406,40.2,-75.4
18991,562.9,Pennsylvania,40.1576,-75.2799,40.2,-75.3
18991,562.9,Pennsylvania,40.2174,-75.365,40.2,-75.4
18991,562.9,Pennsylvania,40.1523,-75.2663,40.2,-75.3
40766,441.9,Pennsylvania,40.1913,-75.4373,40.2,-75.4
16853,842.1,Pennsylvania,40.0825,-75.3044,40.1,-75.3
16853,842.1,Pennsylvania,40.0793,-75.3016,40.1,-75.3
16853,842.1,Pennsylvania,40.1851,-75.42,40.2,-75.4
143,49.7,Pennsylvania,40.3275,-75.5692,40.3,-75.6
639,703.8,Pennsylvania,40.2021,-75.2507,40.2,-75.3
1037,268.2,Pennsylvania,40.1811,-75.2579,40.2,-75.3
24845,411.3,Pennsylvania,40.2659,-75.3883,40.3,-75.4
19100,618.1,Pennsylvania,40.2778,-75.2975,40.3,-75.3
19100,618.1,Pennsylvania,40.2795,-75.3871,40.3,-75.4
0,881.0,Pennsylvania,40.241,-75.3439,40.2,-75.3
10911,838.9,Pennsylvania,40.0896,-75.2601,40.1,-75.3
56398,944.1,Pennsylvania,40.2378,-75.2955,40.2,-75.3
56398,944.1,Pennsylvania,40.2119,-75.3559,40.2,-75.4
56398,944.1,Pennsylvania,40.2119,-75.3559,40.2,-75.4
1662,869.2,Pennsylvania,40.1364,-75.4999,40.1,-75.5
29237,824.6,Pennsylvania,40.2166,-75.2565,40.2,-75.3
29237,824.6,Pennsylvania,40.2109,-75.2782,40.2,-75.3
630,693.1,Pennsylvania,40.1318,-75.4596,40.1,-75.5
15572,668.5,Pennsylvania,40.1077,-75.2796,40.1,-75.3
46918,697.8,Pennsylvania,40.2635,-75.6172,40.3,-75.6
26061,601.6,Pennsylvania,40.2075,-75.5329,40.2,-75.5
12,169.5,Pennsylvania,40.3448,-75.5775,40.3,-75.6
16428,247.3,Pennsylvania,40.2471,-75.4602,40.2,-75.5
583,1455.6,Pennsylvania,40.2251,-75.4031,40.2,-75.4
127,1104.3,Pennsylvania,40.1839,-75.2327,40.2,-75.2
127,1104.3,Pennsylvania,40.2759,-75.4618,40.3,-75.5
127,1104.3,Pennsylvania,40.2119,-75.3559,40.2,-75.4
127,1104.3,Pennsylvania,40.2033,-75.3019,40.2,-75.3
127,1104.3,Pennsylvania,40.1929,-75.3576,40.2,-75.4
344,235.3,Pennsylvania,40.2901,-75.503,40.3,-75.5
16294,323.6,Pennsylvania,40.3059,-75.5953,40.3,-75.6
18356,52.7,Pennsylvania,40.9799,-76.6229,41.0,-76.6
0,0.0,Pennsylvania,40.9674,-76.6049,41.0,-76.6
215,238.5,Pennsylvania,41.0518,-76.6747,41.1,-76.7
1205,18.0,Pennsylvania,40.6934,-75.4712,40.7,-75.5
1205,18.0,Pennsylvania,40.6656,-75.4262,40.7,-75.4
1205,18.0,Pennsylvania,40.6934,-75.4712,40.7,-75.5
18029,114.2,Pennsylvania,40.853,-75.1718,40.9,-75.2
11217,131.8,Pennsylvania,40.7551,-75.4086,40.8,-75.4
33559,597.0,Pennsylvania,40.6002,-75.3805,40.6,-75.4
0,0.0,Pennsylvania,40.6934,-75.4712,40.7,-75.5
38687,897.2,Pennsylvania,40.6622,-75.3903,40.7,-75.4
31933,2424.1,Pennsylvania,40.6278,-75.3928,40.6,-75.4
21044,570.9,Pennsylvania,40.6693,-75.3349,40.7,-75.3
68,264.9,Pennsylvania,40.751,-75.5394,40.8,-75.5
2841,91.3,Pennsylvania,40.7866,-75.5186,40.8,-75.5
16568,358.9,Pennsylvania,40.7449,-75.2217,40.7,-75.2
42357,757.5,Pennsylvania,40.6516,-75.224,40.7,-75.2
42357,757.5,Pennsylvania,40.6884,-75.2207,40.7,-75.2
42357,757.5,Pennsylvania,40.6884,-75.2207,40.7,-75.2
26344,552.2,Pennsylvania,40.6957,-75.2865,40.7,-75.3
11631,212.2,Pennsylvania,40.5817,-75.3255,40.6,-75.3
544,210.8,Pennsylvania,40.7825,-75.1735,40.8,-75.2
25907,242.1,Pennsylvania,40.745,-75.3199,40.7,-75.3
18160,276.2,Pennsylvania,40.6998,-75.4874,40.7,-75.5
6502,168.3,Pennsylvania,40.8518,-75.2701,40.9,-75.3
447,333.9,Pennsylvania,40.754,-75.2621,40.8,-75.3
966,854.9,Pennsylvania,40.7406,-75.2549,40.7,-75.3
680,323.4,Pennsylvania,40.7361,-75.5449,40.7,-75.5
8612,166.5,Pennsylvania,40.7615,-75.5657,40.8,-75.6
5389,148.3,Pennsylvania,40.8169,-75.3264,40.8,-75.3
4155,69.2,Pennsylvania,40.9008,-75.1115,40.9,-75.1
428,543.2,Pennsylvania,40.9214,-75.097,40.9,-75.1
1565,31.1,Pennsylvania,40.6483,-76.8797,40.6,-76.9
200,587.1,Pennsylvania,41.1092,-76.8766,41.1,-76.9
337,878.7,Pennsylvania,41.072,-76.8184,41.1,-76.8
2577,41.2,Pennsylvania,41.1119,-76.7425,41.1,-76.7
7320,72.4,Pennsylvania,41.102,-76.8532,41.1,-76.9
15979,97.6,Pennsylvania,40.8551,-76.7776,40.9,-76.8
1203,14.3,Pennsylvania,40.7571,-76.7626,40.8,-76.8
3871,60.2,Pennsylvania,40.8639,-76.5569,40.9,-76.6
1968,24.6,Pennsylvania,40.6918,-76.8008,40.7,-76.8
739,620.9,Pennsylvania,40.8046,-76.4651,40.8,-76.5
3350,268.2,Pennsylvania,40.7933,-76.4744,40.8,-76.5
173,25.1,Pennsylvania,40.7101,-76.6271,40.7,-76.6
463,82.6,Pennsylvania,40.7727,-76.4383,40.8,-76.4
11424,99.2,Pennsylvania,41.0168,-76.8398,41.0,-76.8
793,765.2,Pennsylvania,40.9661,-76.8575,41.0,-76.9
7647,199.8,Pennsylvania,40.7955,-76.4195,40.8,-76.4
7380,108.3,Pennsylvania,40.9044,-76.7908,40.9,-76.8
2559,29.2,Pennsylvania,40.8448,-76.635,40.8,-76.6
140,228.4,Pennsylvania,40.9937,-76.7891,41.0,-76.8
10362,158.6,Pennsylvania,40.7917,-76.5519,40.8,-76.6
119,18.4,Pennsylvania,40.7141,-76.6886,40.7,-76.7
1129,605.5,Pennsylvania,40.9529,-76.6311,41.0,-76.6
9178,94.6,Pennsylvania,40.789,-76.5588,40.8,-76.6
1926,353.8,Pennsylvania,40.879,-76.6673,40.9,-76.7
1498,126.4,Pennsylvania,40.7819,-76.6702,40.8,-76.7
1018,5.3,Pennsylvania,40.3293,-77.5117,40.3,-77.5
9449,60.7,Pennsylvania,40.4087,-77.0473,40.4,-77.0
2056,23.1,Pennsylvania,40.4096,-77.3121,40.4,-77.3
1025,17.6,Pennsylvania,40.4363,-77.397,40.4,-77.4
2247,21.5,Pennsylvania,40.3326,-77.3191,40.3,-77.3
3185,33.0,Pennsylvania,40.5753,-77.0083,40.6,-77.0
2781,21.2,Pennsylvania,40.3658,-77.4138,40.4,-77.4
4812,67.1,Pennsylvania,40.3351,-76.9722,40.3,-77.0
4279,18.9,Pennsylvania,40.5505,-77.1298,40.6,-77.1
4180,49.4,Pennsylvania,40.4193,-77.1938,40.4,-77.2
128,1047.8,Pennsylvania,40.4543,-76.9697,40.5,-77.0
118,5.0,Pennsylvania,40.309,-77.5697,40.3,-77.6
7092,45.4,Pennsylvania,40.4827,-77.1659,40.5,-77.2
5662,59.5,Pennsylvania,40.3299,-77.1809,40.3,-77.2
23483,3334.8,Pennsylvania,40.0018,-75.1179,40.0,-75.1
18492,1353.1,Pennsylvania,40.0018,-75.1179,40.0,-75.1
18492,1353.1,Pennsylvania,40.0018,-75.1179,40.0,-75.1
13603,1495.5,Pennsylvania,39.9523,-75.1638,40.0,-75.2
13603,1495.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
4937,9619.3,Pennsylvania,39.9489,-75.1661,39.9,-75.2
24219,13237.3,Pennsylvania,39.9513,-75.1741,40.0,-75.2
54311,6638.0,Pennsylvania,39.9597,-75.2024,40.0,-75.2
54311,6638.0,Pennsylvania,39.9523,-75.1638,40.0,-75.2
12375,5642.9,Pennsylvania,39.9474,-75.1473,39.9,-75.1
13696,10455.0,Pennsylvania,39.9487,-75.1593,39.9,-75.2
13696,10455.0,Pennsylvania,39.9598,-75.1616,40.0,-75.2
0,0.0,Pennsylvania,39.9496,-75.1637,39.9,-75.2
0,0.0,Pennsylvania,39.9502,-75.1636,40.0,-75.2
68263,5040.8,Pennsylvania,40.0596,-75.0818,40.1,-75.1
0,2.9,Pennsylvania,39.8893,-75.1782,39.9,-75.2
31736,2125.6,Pennsylvania,40.0634,-74.999,40.1,-75.0
34479,2285.2,Pennsylvania,40.0903,-75.041,40.1,-75.0
34912,2554.5,Pennsylvania,40.1166,-75.0198,40.1,-75.0
10919,1185.1,Pennsylvania,40.0723,-75.2034,40.1,-75.2
29391,3222.9,Pennsylvania,40.0547,-75.1866,40.1,-75.2
74971,7725.5,Pennsylvania,40.0343,-75.1213,40.0,-75.1
30733,6385.4,Pennsylvania,39.9811,-75.174,40.0,-75.2
22187,6587.1,Pennsylvania,39.978,-75.1459,40.0,-75.1
15681,4086.6,Pennsylvania,39.966,-75.151,40.0,-75.2
68965,5281.4,Pennsylvania,40.0178,-75.0895,40.0,-75.1
24674,6438.0,Pennsylvania,39.9788,-75.1262,40.0,-75.1
6082,4153.7,Pennsylvania,40.0275,-75.2242,40.0,-75.2
38309,1928.3,Pennsylvania,40.0402,-75.2231,40.0,-75.2
10640,1927.6,Pennsylvania,40.0118,-75.1861,40.0,-75.2
27410,7419.3,Pennsylvania,39.9677,-75.1735,40.0,-75.2
44972,3158.7,Pennsylvania,39.9845,-75.2282,40.0,-75.2
32196,6469.7,Pennsylvania,39.9954,-75.1698,40.0,-75.2
27419,7737.9,Pennsylvania,39.9925,-75.1415,40.0,-75.1
61509,6677.8,Pennsylvania,39.9925,-75.1133,40.0,-75.1
35302,5499.8,Pennsylvania,40.0247,-75.0518,40.0,-75.1
34470,3408.4,Pennsylvania,40.0422,-75.0244,40.0,-75.0
8482,1379.3,Pennsylvania,40.0008,-75.0727,40.0,-75.1
32399,7232.7,Pennsylvania,40.0568,-75.1569,40.1,-75.2
44870,9004.1,Pennsylvania,39.9612,-75.2303,40.0,-75.2
51667,6834.9,Pennsylvania,40.0118,-75.1456,40.0,-75.1
34784,6681.1,Pennsylvania,40.0365,-75.1451,40.0,-75.1
28144,6776.0,Pennsylvania,39.9223,-75.2338,39.9,-75.2
65247,7870.6,Pennsylvania,39.9448,-75.2288,39.9,-75.2
42556,4872.4,Pennsylvania,40.0338,-75.1731,40.0,-75.2
46623,3747.2,Pennsylvania,39.9227,-75.1812,39.9,-75.2
38873,8025.0,Pennsylvania,39.9379,-75.1794,39.9,-75.2
39060,9935.9,Pennsylvania,39.9362,-75.1563,39.9,-75.2
52594,4547.4,Pennsylvania,39.9207,-75.1595,39.9,-75.2
59633,8745.7,Pennsylvania,40.0369,-75.0664,40.0,-75.1
22492,5987.1,Pennsylvania,40.0726,-75.1706,40.1,-75.2
33174,4824.2,Pennsylvania,39.9772,-75.2545,40.0,-75.3
37067,4554.9,Pennsylvania,40.0606,-75.0471,40.1,-75.0
13190,656.2,Pennsylvania,39.9055,-75.2444,39.9,-75.2
34253,2066.5,Pennsylvania,40.0897,-74.9781,40.1,-75.0
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,39.9523,-75.1638,40.0,-75.2
34253,2066.5,Pennsylvania,39.9473,-75.15,39.9,-75.2
34253,2066.5,Pennsylvania,39.9523,-75.1638,40.0,-75.2
34253,2066.5,Pennsylvania,39.9906,-75.1296,40.0,-75.1
34253,2066.5,Pennsylvania,39.9522,-75.1642,40.0,-75.2
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,39.9523,-75.1638,40.0,-75.2
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,39.9523,-75.1638,40.0,-75.2
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,39.9484,-75.1442,39.9,-75.1
34253,2066.5,Pennsylvania,39.9523,-75.1638,40.0,-75.2
34253,2066.5,Pennsylvania,39.9511,-75.1676,40.0,-75.2
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,39.9525,-75.1645,40.0,-75.2
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
34253,2066.5,Pennsylvania,40.0018,-75.1179,40.0,-75.1
17153,108.2,Pennsylvania,41.0936,-75.1187,41.1,-75.1
9110,82.2,Pennsylvania,41.1285,-75.0132,41.1,-75.0
7293,36.0,Pennsylvania,41.24,-74.938,41.2,-74.9
3779,112.8,Pennsylvania,41.3674,-74.7154,41.4,-74.7
14553,71.3,Pennsylvania,41.3228,-74.8824,41.3,-74.9
248,21.7,Pennsylvania,41.4093,-74.7432,41.4,-74.7
864,81.7,Pennsylvania,41.1423,-75.0271,41.1,-75.0
1190,23.3,Pennsylvania,41.4372,-75.0125,41.4,-75.0
4226,29.6,Pennsylvania,41.3321,-75.2819,41.3,-75.3
924,31.0,Pennsylvania,41.482,-74.986,41.5,-75.0
783,35.2,Pennsylvania,41.3962,-75.1963,41.4,-75.2
216,65.9,Pennsylvania,41.4719,-75.0485,41.5,-75.0
2574,21.4,Pennsylvania,41.4182,-74.918,41.4,-74.9
1195,38.3,Pennsylvania,41.4045,-75.183,41.4,-75.2
1250,1.8,Pennsylvania,41.6296,-78.0908,41.6,-78.1
1291,11.7,Pennsylvania,41.7738,-78.1538,41.8,-78.2
2680,11.2,Pennsylvania,41.9572,-78.1906,42.0,-78.2
5977,9.4,Pennsylvania,41.7762,-77.9567,41.8,-78.0
1893,5.0,Pennsylvania,41.723,-77.6548,41.7,-77.7
1558,7.2,Pennsylvania,41.9401,-77.8725,41.9,-77.9
586,13.3,Pennsylvania,41.9587,-77.6587,42.0,-77.7
208,9.0,Pennsylvania,41.9656,-77.7111,42.0,-77.7
93,10.9,Pennsylvania,41.9883,-77.758,42.0,-77.8
1591,6.8,Pennsylvania,41.8459,-77.7126,41.8,-77.7
53,0.6,Pennsylvania,41.4737,-77.8095,41.5,-77.8
23126,118.7,Pennsylvania,40.684,-76.2123,40.7,-76.2
7556,78.5,Pennsylvania,40.7732,-76.343,40.8,-76.3
4663,60.8,Pennsylvania,40.5962,-76.1344,40.6,-76.1
536,19.3,Pennsylvania,40.6643,-76.3328,40.7,-76.3
417,148.5,Pennsylvania,40.7508,-76.0629,40.8,-76.1
1563,615.7,Pennsylvania,40.6284,-76.195,40.6,-76.2
441,60.1,Pennsylvania,40.7114,-76.1392,40.7,-76.1
8761,312.9,Pennsylvania,40.7825,-76.2311,40.8,-76.2
8761,312.9,Pennsylvania,40.784,-76.2302,40.8,-76.2
146,382.6,Pennsylvania,40.6026,-76.2408,40.6,-76.2
413,191.3,Pennsylvania,40.7986,-76.2155,40.8,-76.2
1493,153.8,Pennsylvania,40.7922,-76.2858,40.8,-76.3
859,496.8,Pennsylvania,40.7489,-76.3355,40.7,-76.3
2358,23.8,Pennsylvania,40.6669,-76.4732,40.7,-76.5
808,13.0,Pennsylvania,40.6676,-76.6507,40.7,-76.7
105,152.4,Pennsylvania,40.7634,-76.3827,40.8,-76.4
154,577.8,Pennsylvania,40.6729,-76.2791,40.7,-76.3
168,67.0,Pennsylvania,40.7773,-76.3761,40.8,-76.4
205,53.1,Pennsylvania,40.8081,-76.2407,40.8,-76.2
4777,75.8,Pennsylvania,40.8123,-76.1396,40.8,-76.1
322,1008.6,Pennsylvania,40.794,-76.2433,40.8,-76.2
258,679.2,Pennsylvania,40.683,-76.2387,40.7,-76.2
197,31.3,Pennsylvania,40.7473,-76.0628,40.7,-76.1
487,13.2,Pennsylvania,40.7331,-76.0858,40.7,-76.1
4474,2531.6,Pennsylvania,40.6904,-76.2597,40.7,-76.3
352,805.7,Pennsylvania,40.5926,-76.5161,40.6,-76.5
1354,60.9,Pennsylvania,40.7195,-76.1158,40.7,-76.1
3955,28.9,Pennsylvania,40.7149,-75.9484,40.7,-75.9
6471,100.9,Pennsylvania,40.6431,-76.084,40.6,-76.1
8852,39.6,Pennsylvania,40.5671,-76.3269,40.6,-76.3
782,13.5,Pennsylvania,40.7049,-76.5233,40.7,-76.5
2073,1119.3,Pennsylvania,40.6977,-76.166,40.7,-76.2
2073,1119.3,Pennsylvania,40.5745,-76.4038,40.6,-76.4
2471,32.6,Pennsylvania,40.8559,-76.2349,40.9,-76.2
273,32.5,Pennsylvania,40.6352,-76.6128,40.6,-76.6
3139,912.8,Pennsylvania,40.7193,-76.1924,40.7,-76.2
11238,109.6,Pennsylvania,40.6306,-76.17,40.6,-76.2
244,1952.6,Pennsylvania,40.6954,-76.2338,40.7,-76.2
6531,349.2,Pennsylvania,40.8167,-76.2035,40.8,-76.2
302,31.2,Pennsylvania,40.6258,-76.6218,40.6,-76.6
191,61.5,Pennsylvania,40.5545,-76.2038,40.6,-76.2
3096,31.4,Pennsylvania,40.5845,-76.55,40.6,-76.6
2747,38.8,Pennsylvania,40.6343,-76.3905,40.6,-76.4
462,34.0,Pennsylvania,40.7815,-76.0134,40.8,-76.0
1482,249.3,Pennsylvania,40.6445,-76.5448,40.6,-76.5
1205,18.0,Pennsylvania,40.9141,-76.1931,40.9,-76.2
1412,23.6,Pennsylvania,40.7465,-75.8342,40.7,-75.8
1919,33.5,Pennsylvania,40.8138,-76.0611,40.8,-76.1
2162,404.8,Pennsylvania,40.8219,-75.9104,40.8,-75.9
304,142.8,Pennsylvania,40.8389,-76.0694,40.8,-76.1
439,208.2,Pennsylvania,40.9002,-76.0054,40.9,-76.0
3386,185.2,Pennsylvania,40.8979,-75.9971,40.9,-76.0
676,106.5,Pennsylvania,40.9395,-76.1716,40.9,-76.2
131,72.0,Pennsylvania,40.911,-76.1223,40.9,-76.1
350,37.3,Pennsylvania,40.8518,-76.036,40.9,-76.0
560,16.9,Pennsylvania,40.902,-76.1188,40.9,-76.1
10577,73.1,Pennsylvania,40.7983,-75.9735,40.8,-76.0
264,90.4,Pennsylvania,40.5818,-76.0267,40.6,-76.0
1276,25.5,Pennsylvania,40.7528,-77.2318,40.8,-77.2
2131,22.3,Pennsylvania,40.7774,-77.1691,40.8,-77.2
685,132.2,Pennsylvania,40.765,-76.9395,40.8,-76.9
1968,24.6,Pennsylvania,40.8344,-76.8354,40.8,-76.8
739,620.9,Pennsylvania,40.8031,-76.9639,40.8,-77.0
4827,23.3,Pennsylvania,40.6991,-77.3758,40.7,-77.4
8660,41.5,Pennsylvania,40.7977,-77.0468,40.8,-77.0
8660,41.5,Pennsylvania,40.7462,-77.2094,40.7,-77.2
3298,29.4,Pennsylvania,40.7237,-77.0135,40.7,-77.0
161,382.9,Pennsylvania,40.7725,-77.0833,40.8,-77.1
483,541.7,Pennsylvania,40.8598,-77.0553,40.9,-77.1
2258,47.2,Pennsylvania,40.6996,-76.9082,40.7,-76.9
15311,124.6,Pennsylvania,40.8224,-76.8683,40.8,-76.9
1926,353.8,Pennsylvania,40.8459,-76.8224,40.8,-76.8
1498,126.4,Pennsylvania,40.8031,-77.2053,40.8,-77.2
639,14.6,Pennsylvania,39.7476,-79.3454,39.7,-79.3
2074,13.3,Pennsylvania,39.8129,-79.3567,39.8,-79.4
68,199.1,Pennsylvania,39.8173,-79.3306,39.8,-79.3
16051,48.6,Pennsylvania,40.0248,-79.0808,40.0,-79.1
136,12.3,Pennsylvania,40.046,-79.2585,40.0,-79.3
2564,2284.3,Pennsylvania,39.9633,-79.0409,40.0,-79.0
280,167.0,Pennsylvania,40.1104,-79.0689,40.1,-79.1
5179,23.7,Pennsylvania,39.9188,-78.9637,39.9,-79.0
4054,25.3,Pennsylvania,40.1918,-79.0362,40.2,-79.0
112,81.2,Pennsylvania,39.7673,-79.062,39.8,-79.1
719,4.3,Pennsylvania,39.868,-78.8362,39.9,-78.8
236,3.1,Pennsylvania,39.7961,-79.2472,39.8,-79.2
3682,40.0,Pennsylvania,40.011,-78.9033,40.0,-78.9
1051,13.9,Pennsylvania,39.8646,-79.0616,39.9,-79.1
128,175.2,Pennsylvania,40.1377,-79.0926,40.1,-79.1
310,193.2,Pennsylvania,40.1431,-79.0428,40.1,-79.0
465,214.7,Pennsylvania,40.1595,-79.0616,40.2,-79.1
465,214.7,Pennsylvania,40.1011,-78.9387,40.1,-78.9
465,214.7,Pennsylvania,40.0208,-79.0123,40.0,-79.0
751,9.2,Pennsylvania,39.8691,-79.2879,39.9,-79.3
5899,22.6,Pennsylvania,39.7905,-79.0261,39.8,-79.0
5899,22.6,Pennsylvania,39.9828,-78.7719,40.0,-78.8
100,576.1,Pennsylvania,40.0914,-79.0872,40.1,-79.1
3427,15.7,Pennsylvania,39.9373,-79.1865,39.9,-79.2
2302,22.6,Pennsylvania,39.7531,-79.0835,39.8,-79.1
184,508.6,Pennsylvania,40.0171,-78.9077,40.0,-78.9
191,113.4,Pennsylvania,40.0964,-79.0902,40.1,-79.1
207,47.8,Pennsylvania,39.748,-79.1237,39.7,-79.1
3163,22.8,Pennsylvania,40.0948,-78.9658,40.1,-79.0
67,16.0,Pennsylvania,39.7299,-78.8441,39.7,-78.8
67,16.0,Pennsylvania,39.7542,-79.095,39.8,-79.1
1077,15.0,Pennsylvania,40.1149,-78.7851,40.1,-78.8
2518,36.8,Pennsylvania,40.0913,-78.8448,40.1,-78.8
1475,122.0,Pennsylvania,40.2245,-78.9363,40.2,-78.9
3487,42.0,Pennsylvania,40.2343,-78.9515,40.2,-79.0
1326,25.4,Pennsylvania,40.1488,-78.9141,40.1,-78.9
697,311.9,Pennsylvania,40.2084,-78.9873,40.2,-79.0
162,38.7,Pennsylvania,40.212,-78.8984,40.2,-78.9
2184,46.6,Pennsylvania,40.268,-78.9156,40.3,-78.9
10501,43.9,Pennsylvania,40.2287,-78.8303,40.2,-78.8
245,5.2,Pennsylvania,41.4109,-76.5819,41.4,-76.6
869,4.3,Pennsylvania,41.3426,-76.5852,41.3,-76.6
360,5.0,Pennsylvania,41.5536,-76.7455,41.6,-76.7
2233,6.8,Pennsylvania,41.5232,-76.4021,41.5,-76.4
590,5.2,Pennsylvania,41.5269,-76.6008,41.5,-76.6
275,3.1,Pennsylvania,41.4482,-76.6979,41.4,-76.7
521,7.8,Pennsylvania,41.4329,-76.5169,41.4,-76.5
211,3.6,Pennsylvania,41.418,-76.3002,41.4,-76.3
524,30.3,Pennsylvania,41.4792,-76.3831,41.5,-76.4
182,65.1,Pennsylvania,41.649,-75.5988,41.6,-75.6
5183,52.1,Pennsylvania,41.6515,-75.4666,41.7,-75.5
6,7.2,Pennsylvania,41.742,-75.4894,41.7,-75.5
154,38.2,Pennsylvania,41.6595,-75.6282,41.7,-75.6
1390,11.0,Pennsylvania,41.834,-75.5342,41.8,-75.5
2016,14.0,Pennsylvania,41.7079,-75.5465,41.7,-75.5
8018,19.6,Pennsylvania,41.8396,-75.8821,41.8,-75.9
1681,20.1,Pennsylvania,41.9666,-75.9375,42.0,-75.9
1681,20.1,Pennsylvania,41.7512,-75.8069,41.8,-75.8
147,42.5,Pennsylvania,41.7465,-75.8983,41.7,-75.9
1202,11.8,Pennsylvania,41.9164,-76.0257,41.9,-76.0
1202,11.8,Pennsylvania,41.8034,-75.6441,41.8,-75.6
1311,128.9,Pennsylvania,41.9717,-75.7432,42.0,-75.7
3305,33.8,Pennsylvania,41.9598,-75.7826,42.0,-75.8
270,27.9,Pennsylvania,41.7761,-75.6935,41.8,-75.7
1527,18.1,Pennsylvania,41.6932,-75.7897,41.7,-75.8
101,12.9,Pennsylvania,41.8203,-75.8046,41.8,-75.8
1515,16.2,Pennsylvania,41.7659,-75.7831,41.8,-75.8
1515,16.2,Pennsylvania,41.957,-75.5849,42.0,-75.6
296,13.6,Pennsylvania,41.7573,-76.0912,41.8,-76.1
555,11.8,Pennsylvania,41.9766,-76.1185,42.0,-76.1
3505,21.5,Pennsylvania,41.8664,-75.7171,41.9,-75.7
271,26.1,Pennsylvania,41.7342,-75.6302,41.7,-75.6
285,122.0,Pennsylvania,41.7973,-75.8913,41.8,-75.9
1964,21.1,Pennsylvania,41.7147,-75.9025,41.7,-75.9
5549,16.5,Pennsylvania,41.9487,-75.5862,41.9,-75.6
10119,17.0,Pennsylvania,41.7373,-77.308,41.7,-77.3
407,14.8,Pennsylvania,41.6626,-77.123,41.7,-77.1
2186,27.1,Pennsylvania,41.6698,-77.0797,41.7,-77.1
1185,12.5,Pennsylvania,41.7448,-77.0772,41.7,-77.1
2046,81.3,Pennsylvania,41.9882,-77.3134,42.0,-77.3
454,3.0,Pennsylvania,41.7471,-77.568,41.7,-77.6
1375,15.5,Pennsylvania,41.9596,-77.4357,42.0,-77.4
2515,19.4,Pennsylvania,41.9783,-77.1136,42.0,-77.1
1250,7.5,Pennsylvania,41.5656,-77.1195,41.6,-77.1
773,13.3,Pennsylvania,41.784,-76.9983,41.8,-77.0
6783,29.7,Pennsylvania,41.8123,-77.0716,41.8,-77.1
1278,9.7,Pennsylvania,41.8664,-77.3128,41.9,-77.3
1940,16.8,Pennsylvania,41.9625,-76.9748,42.0,-77.0
668,2.7,Pennsylvania,41.5475,-77.292,41.5,-77.3
302,42.2,Pennsylvania,41.6775,-77.0152,41.7,-77.0
268,49.9,Pennsylvania,41.9787,-77.2419,42.0,-77.2
